,publishedAt,channelId,title,description,thumbnails,channelTitle,tags,categoryId,liveBroadcastContent,localized,defaultAudioLanguage,video_ID
0,2022-07-19T23:00:14Z,UCNqpN335uVY9Sx_ZK_WuOAA,Expert Level Cooking on the Beach | Halibut + Kelp Pickle Sandwich,"Out in Homer Alaska on a beautiful day catching halibut with Raul and making halibut kelp slaw sandwiches. 

follow me on IG@OutdoorChefLife https://www.instagram.com/outdoorcheflife/
Buy Outdoor Chef Life Merch http://www.Outdoorcheflife.com

Slate plate https://amzn.to/2PDehDg
Cutting Board https://amzn.to/36BwNSr

Fishing gear sponsored by okuma
Reel: cold water linecounter https://amzn.to/3v2fh8Z
Rod: Okuma Blue Diamond 7.5' ML","{'default': {'url': 'https://i.ytimg.com/vi/h0QpMmYMlt0/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/h0QpMmYMlt0/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/h0QpMmYMlt0/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/h0QpMmYMlt0/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/h0QpMmYMlt0/maxresdefault.jpg', 'width': 1280, 'height': 720}}",Outdoor Chef Life,"['Halibut sandwich', 'kelp sandwich', 'halibut and kelp sandwich', 'halibut recipe', 'how to fillet halibut', 'alaskan halibut', 'outdoor cooking', 'outdoor kitchen', 'outdoor gourmet cooking', 'asian chef cooking outside']",24,none,"{'title': 'Expert Level Cooking on the Beach | Halibut + Kelp Pickle Sandwich', 'description': ""Out in Homer Alaska on a beautiful day catching halibut with Raul and making halibut kelp slaw sandwiches. \n\nfollow me on IG@OutdoorChefLife https://www.instagram.com/outdoorcheflife/\nBuy Outdoor Chef Life Merch http://www.Outdoorcheflife.com\n\nSlate plate https://amzn.to/2PDehDg\nCutting Board https://amzn.to/36BwNSr\n\nFishing gear sponsored by okuma\nReel: cold water linecounter https://amzn.to/3v2fh8Z\nRod: Okuma Blue Diamond 7.5' ML""}",en,h0QpMmYMlt0
0,2022-07-15T00:19:47Z,UCNqpN335uVY9Sx_ZK_WuOAA,FILLETING A HUGE HALIBUT | Trip of a Lifetime with Subscribers Prt.2,"This is part 2 of our subscriber trip! We go halibut fishing in Homer, Alaska and fillet a huge halibut and make delicious fish n chips & ceviche

Watch part 1: https://youtu.be/WAc6liT_04g

Follow me on IG@outdoorcheflife
https://www.instagram.com/outdoorcheflife/

Buy Outdoor Chef Life Merch http://www.Outdoorcheflife.com","{'default': {'url': 'https://i.ytimg.com/vi/OiksFCUYoKY/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/OiksFCUYoKY/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/OiksFCUYoKY/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/OiksFCUYoKY/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/OiksFCUYoKY/maxresdefault.jpg', 'width': 1280, 'height': 720}}",Outdoor Chef Life,"['halibut fishing', 'how to fillet halibut', 'halibut fishing in alaska', 'homer', 'alaska fishing', 'filleting fish', 'sushi chef filleting fish']",24,none,"{'title': 'FILLETING A HUGE HALIBUT | Trip of a Lifetime with Subscribers Prt.2', 'description': 'This is part 2 of our subscriber trip! We go halibut fishing in Homer, Alaska and fillet a huge halibut and make delicious fish n chips & ceviche\n\nWatch part 1: https://youtu.be/WAc6liT_04g\n\nFollow me on IG@outdoorcheflife\nhttps://www.instagram.com/outdoorcheflife/\n\nBuy Outdoor Chef Life Merch http://www.Outdoorcheflife.com'}",en,OiksFCUYoKY
0,2022-07-12T23:00:21Z,UCNqpN335uVY9Sx_ZK_WuOAA,WILD SOCKEYE SCOTCH EGG + ROE?! | Trip of a Lifetime with Subscribers Prt.1,"Last year, I put an invite out on IG and Youtube for my subscribers to come on a trip with me to Alaska! Day 1 starting with trout fishing. Day 2 an epic day of sockeye salmon fishing ending the day with a feat and creating a unique salmon recipe. 

Follow me on IG for latest updates! @outdoorcheflife
https://www.instagram.com/outdoorcheflife/

Buy Outdoor Chef Life Merch http://www.Outdoorcheflife.com

rod and reels sponsored by Okuma","{'default': {'url': 'https://i.ytimg.com/vi/WAc6liT_04g/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/WAc6liT_04g/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/WAc6liT_04g/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/WAc6liT_04g/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/WAc6liT_04g/maxresdefault.jpg', 'width': 1280, 'height': 720}}",Outdoor Chef Life,,24,none,"{'title': 'WILD SOCKEYE SCOTCH EGG + ROE?! | Trip of a Lifetime with Subscribers Prt.1', 'description': 'Last year, I put an invite out on IG and Youtube for my subscribers to come on a trip with me to Alaska! Day 1 starting with trout fishing. Day 2 an epic day of sockeye salmon fishing ending the day with a feat and creating a unique salmon recipe. \n\nFollow me on IG for latest updates! @outdoorcheflife\nhttps://www.instagram.com/outdoorcheflife/\n\nBuy Outdoor Chef Life Merch http://www.Outdoorcheflife.com\n\nrod and reels sponsored by Okuma'}",en,WAc6liT_04g
0,2022-07-05T23:19:46Z,UCNqpN335uVY9Sx_ZK_WuOAA,STEAK AND POTATOES KINDA NIGHT | Fishing In Heaven,"#Sponsored #Ankerpowerhouse #Offgrid #Camping #vanlife #PowerStation #AnkerPowerHouse
Check out the Anker 757 Powerhouse: https://ankerfast.club/3MJDis5
Order Now: https://ankerfast.club/3wJn2jZ

IG@outdoorcheflife
https://www.instagram.com/outdoorcheflife/

Buy Outdoor Chef Life Merch http://www.Outdoorcheflife.com

Reel: Okuma Ceymar 1000 https://amzn.to/3NZHmEF
Rod: Okuma SST 7'6"" UltraLight","{'default': {'url': 'https://i.ytimg.com/vi/TfOT0bRvKMM/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/TfOT0bRvKMM/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/TfOT0bRvKMM/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/TfOT0bRvKMM/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/TfOT0bRvKMM/maxresdefault.jpg', 'width': 1280, 'height': 720}}",Outdoor Chef Life,"['Anker', 'powerhouse', 'Powerstation', 'Ankerpowerhouse', 'camping', 'off grid', 'steak and potatoes', 'campfire steak', 'vanlife cooking', 'steak cooked right', 'medium cooked steak', 'fishing in a lake', 'fishing for northern pike', 'lake trout fishing']",24,none,"{'title': 'STEAK AND POTATOES KINDA NIGHT | Fishing In Heaven', 'description': '#Sponsored #Ankerpowerhouse #Offgrid #Camping #vanlife #PowerStation #AnkerPowerHouse\nCheck out the Anker 757 Powerhouse: https://ankerfast.club/3MJDis5\nOrder Now: https://ankerfast.club/3wJn2jZ\n\nIG@outdoorcheflife\nhttps://www.instagram.com/outdoorcheflife/\n\nBuy Outdoor Chef Life Merch http://www.Outdoorcheflife.com\n\nReel: Okuma Ceymar 1000 https://amzn.to/3NZHmEF\nRod: Okuma SST 7\'6"" UltraLight'}",en,TfOT0bRvKMM
0,2022-06-28T23:00:13Z,UCNqpN335uVY9Sx_ZK_WuOAA,LAKE ISLAND CAMPING IN CANADA | Burbot(freshwater cod) Sushi,"On our way to Alaska, we stop by BC Canada to hand out with our friends from Gridlessness. 

Check out Gridlessness: https://www.youtube.com/c/Gridlessness

IG@outdoorcheflife
https://www.instagram.com/outdoorcheflife/

Buy Outdoor Chef Life Merch http://www.Outdoorcheflife.com

Music from Epidemicsound: http://share.epidemicsound.com/outdoorcheflife","{'default': {'url': 'https://i.ytimg.com/vi/I0m7wkXXT6Y/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/I0m7wkXXT6Y/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/I0m7wkXXT6Y/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/I0m7wkXXT6Y/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/I0m7wkXXT6Y/maxresdefault.jpg', 'width': 1280, 'height': 720}}",Outdoor Chef Life,"['Burbot catch and cook', 'catch and cook', 'catch clean cook', 'burbot fishing', 'lake fishing', 'lake fishing for burbot', 'fresh water lingcod', 'burbot sushi', 'canadian lake fishing', 'outdoor cooking', 'outdoor sushi', 'sushi in the woods', 'how to catch burbot', 'catch n cook']",24,none,"{'title': 'LAKE ISLAND CAMPING IN CANADA | Burbot(freshwater cod) Sushi', 'description': 'On our way to Alaska, we stop by BC Canada to hand out with our friends from Gridlessness. \n\nCheck out Gridlessness: https://www.youtube.com/c/Gridlessness\n\nIG@outdoorcheflife\nhttps://www.instagram.com/outdoorcheflife/\n\nBuy Outdoor Chef Life Merch http://www.Outdoorcheflife.com\n\nMusic from Epidemicsound: http://share.epidemicsound.com/outdoorcheflife'}",en,I0m7wkXXT6Y
0,2022-06-21T23:44:08Z,UCNqpN335uVY9Sx_ZK_WuOAA,I TRIED EATING THIS RAW | Eel Sashimi,"Upgrade your kitchen with Misen’s amazing cookware and knives! Go to https://bit.ly/390vxQ8 and use promo code outdoorcheflife to get 20% off your first order!

IG@outdoorcheflife
https://www.instagram.com/outdoorcheflife/

Buy Outdoor Chef Life Merch http://www.Outdoorcheflife.com

Cutting Board https://amzn.to/36BwNSr
Slate plate https://amzn.to/2PDehDg","{'default': {'url': 'https://i.ytimg.com/vi/LsZ6C9DjsUc/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/LsZ6C9DjsUc/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/LsZ6C9DjsUc/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/LsZ6C9DjsUc/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/LsZ6C9DjsUc/maxresdefault.jpg', 'width': 1280, 'height': 720}}",Outdoor Chef Life,"['eel sashimi', 'catch and cook eel', 'poke pole fishing', 'stick fishing', 'fishing for eel', 'tidepool fishing', 'tidepool', 'mokeyface prickleback', 'raw fish', 'how to prepare raw fish']",24,none,"{'title': 'I TRIED EATING THIS RAW | Eel Sashimi', 'description': 'Upgrade your kitchen with Misen’s amazing cookware and knives! Go to https://bit.ly/390vxQ8 and use promo code outdoorcheflife to get 20% off your first order!\n\nIG@outdoorcheflife\nhttps://www.instagram.com/outdoorcheflife/\n\nBuy Outdoor Chef Life Merch http://www.Outdoorcheflife.com\n\nCutting Board https://amzn.to/36BwNSr\nSlate plate https://amzn.to/2PDehDg'}",en,LsZ6C9DjsUc
0,2022-06-15T03:57:13Z,UCNqpN335uVY9Sx_ZK_WuOAA,HUNT FOR ELUSIVE MOREL MUSHROOMS | Morel Pasta Recipe,"Today, we hunt down morel mushrooms and create a delicious pasta. 

IG@outdoorcheflife
https://www.instagram.com/outdoorcheflife/

Buy Outdoor Chef Life Merch http://www.Outdoorcheflife.com","{'default': {'url': 'https://i.ytimg.com/vi/JJXBskA1YRI/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/JJXBskA1YRI/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/JJXBskA1YRI/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/JJXBskA1YRI/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/JJXBskA1YRI/maxresdefault.jpg', 'width': 1280, 'height': 720}}",Outdoor Chef Life,"['morels', 'morel mushrooms', 'wild morels', 'wild mushroom hunting', 'foraging for mushrooms', 'fresh morel pasta recipe', 'morel recipe', 'how to cook morels', 'mushroom pasta']",24,none,"{'title': 'HUNT FOR ELUSIVE MOREL MUSHROOMS | Morel Pasta Recipe', 'description': 'Today, we hunt down morel mushrooms and create a delicious pasta. \n\nIG@outdoorcheflife\nhttps://www.instagram.com/outdoorcheflife/\n\nBuy Outdoor Chef Life Merch http://www.Outdoorcheflife.com'}",en,JJXBskA1YRI
0,2022-06-07T23:00:25Z,UCNqpN335uVY9Sx_ZK_WuOAA,24HRS MAROONED ON GILLIGAN'S ISLAND + Thunder Storm,"We were marooned on Giligan's island for 24hrs and faced the force of mother nature.

Buy Outdoor Chef Life Merch: https://outdoorcheflife.com/merch-1

Check out chef Mike on IG@Ethicaltable","{'default': {'url': 'https://i.ytimg.com/vi/suK2b97uVxk/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/suK2b97uVxk/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/suK2b97uVxk/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/suK2b97uVxk/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/suK2b97uVxk/maxresdefault.jpg', 'width': 1280, 'height': 720}}",Outdoor Chef Life,"['24hr survival', 'survival challenge', 'deserted island challenge', 'deserted island survival', 'no food challenge', 'catch and cook', 'tropical island', 'survivorman', 'survivor', 'alone']",24,none,"{'title': ""24HRS MAROONED ON GILLIGAN'S ISLAND + Thunder Storm"", 'description': ""We were marooned on Giligan's island for 24hrs and faced the force of mother nature.\n\nBuy Outdoor Chef Life Merch: https://outdoorcheflife.com/merch-1\n\nCheck out chef Mike on IG@Ethicaltable""}",en,suK2b97uVxk
0,2022-05-31T23:00:30Z,UCNqpN335uVY9Sx_ZK_WuOAA,THIS DELICACY PREPPED 3 WAYS | Bahamas Series Ep.3,"This is our 3rd Bahamas video on @freediversteph with Steph! check out the others for the full experience. Check out Steph on IG@freediversteph 

https://www.instagram.com/outdoorcheflife/
Buy Outdoor Chef Life Merch http://www.Outdoorcheflife.com

Check out Chef Mike on Instagram @Ethicaltable

Venture Wetsuits https://venturewetsuits.com/r?id=2fc006

Drone: Mavic air 2s: https://amzn.to/3MsqIwN
Gopro Hero9 https://amzn.to/3pjOZN4","{'default': {'url': 'https://i.ytimg.com/vi/sEQO9-xPfx8/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/sEQO9-xPfx8/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/sEQO9-xPfx8/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/sEQO9-xPfx8/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/sEQO9-xPfx8/maxresdefault.jpg', 'width': 1280, 'height': 720}}",Outdoor Chef Life,"['Bahamas', 'sailing the bahamas', 'catch and cook', 'catch clean cook in the bahamas', 'conch catch and cook', 'conch recipe', 'conch fritters', 'bahamas recipe', 'best food', 'cooking at sea', 'delicious delicacy', 'sushi chef on a boat', 'sailboat sushi chef']",24,none,"{'title': 'THIS DELICACY PREPPED 3 WAYS | Bahamas Series Ep.3', 'description': 'This is our 3rd Bahamas video on @freediversteph with Steph! check out the others for the full experience. Check out Steph on IG@freediversteph \n\nhttps://www.instagram.com/outdoorcheflife/\nBuy Outdoor Chef Life Merch http://www.Outdoorcheflife.com\n\nCheck out Chef Mike on Instagram @Ethicaltable\n\nVenture Wetsuits https://venturewetsuits.com/r?id=2fc006\n\nDrone: Mavic air 2s: https://amzn.to/3MsqIwN\nGopro Hero9 https://amzn.to/3pjOZN4'}",en,sEQO9-xPfx8
0,2022-05-29T00:00:05Z,UCNqpN335uVY9Sx_ZK_WuOAA,TWO CHEFS COOKING ON A DESERTED ISLAND | Living Off the Sea | Bahamas Series Ep.2,"Welcome back to Outdoor Chef Life. Today, we're cooking along side chef Mike Sonier of ethical table. 

Check out Chef Mike on IG@EthicalTalbe: https://www.instagram.com/ethicaltable/?hl=en","{'default': {'url': 'https://i.ytimg.com/vi/QIAHipkKDLw/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/QIAHipkKDLw/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/QIAHipkKDLw/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/QIAHipkKDLw/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/QIAHipkKDLw/maxresdefault.jpg', 'width': 1280, 'height': 720}}",Outdoor Chef Life,"['bahamas', 'beach cooking', 'over the fire cooking', 'live fire cooking', 'deserted island cooking', 'two chefs', 'chefs on a beach cooking', 'bahamas island cooking']",24,none,"{'title': 'TWO CHEFS COOKING ON A DESERTED ISLAND | Living Off the Sea | Bahamas Series Ep.2', 'description': ""Welcome back to Outdoor Chef Life. Today, we're cooking along side chef Mike Sonier of ethical table. \n\nCheck out Chef Mike on IG@EthicalTalbe: https://www.instagram.com/ethicaltable/?hl=en""}",en,QIAHipkKDLw
0,2022-05-25T00:24:28Z,UCNqpN335uVY9Sx_ZK_WuOAA,Chef of the Sailboat | Ocean to Table Creations | Bahama Series Ep.1,"This week we are in the Bahamas with Steph on @freediversteph 

Check out Steph on IG@Freediversteph
Check out Steph's YouTube channel @freediversteph 

https://www.instagram.com/outdoorcheflife/

Buy Outdoor Chef Life Merch http://www.Outdoorcheflife.com

Venture Wetsuits https://venturewetsuits.com/r?id=2fc006","{'default': {'url': 'https://i.ytimg.com/vi/k5xAUDPPQBc/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/k5xAUDPPQBc/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/k5xAUDPPQBc/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/k5xAUDPPQBc/sddefault.jpg', 'width': 640, 'height': 480}}",Outdoor Chef Life,,24,none,"{'title': 'Chef of the Sailboat | Ocean to Table Creations | Bahama Series Ep.1', 'description': ""This week we are in the Bahamas with Steph on @freediversteph \n\nCheck out Steph on IG@Freediversteph\nCheck out Steph's YouTube channel @freediversteph \n\nhttps://www.instagram.com/outdoorcheflife/\n\nBuy Outdoor Chef Life Merch http://www.Outdoorcheflife.com\n\nVenture Wetsuits https://venturewetsuits.com/r?id=2fc006""}",en,k5xAUDPPQBc
0,2022-05-17T23:00:08Z,UCNqpN335uVY9Sx_ZK_WuOAA,Deliciously Invasive Ep.4: INVASIVE IGUANA RAMEN,"Welcome back to the deliciously invasive series. This time we hunt down iguanas in Florida with our friends Viktor, Brook, and Jonny

Viktor @LandsharkOutdoors 
Brook @brookcristoutdoors 
Book a trip with Johnny: https://sflfishingcharters.com","{'default': {'url': 'https://i.ytimg.com/vi/JF32TY6uSvk/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/JF32TY6uSvk/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/JF32TY6uSvk/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/JF32TY6uSvk/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/JF32TY6uSvk/maxresdefault.jpg', 'width': 1280, 'height': 720}}",Outdoor Chef Life,"['Iguana', 'Invasive iguana', 'invasive series', 'deliciously invasive', 'invasive species cooking', 'chef with invasive', 'cooking invasive species', 'iguana ramen', 'ramen recipe', 'shoyu ramen', 'ramen', 'catch and cook', 'green iguana', 'catch clean cook', 'invasive species', 'catch n cook', 'iguana hunting']",24,none,"{'title': 'Deliciously Invasive Ep.4: INVASIVE IGUANA RAMEN', 'description': 'Welcome back to the deliciously invasive series. This time we hunt down iguanas in Florida with our friends Viktor, Brook, and Jonny\n\nViktor @LandsharkOutdoors \nBrook @brookcristoutdoors \nBook a trip with Johnny: https://sflfishingcharters.com'}",en,JF32TY6uSvk
0,2022-05-10T23:36:45Z,UCNqpN335uVY9Sx_ZK_WuOAA,Zero Waste Fish Recipes | Using Fish Skin& Collar,"Upgrading squid for a Lingcod and creating a No fish waste recipe using skin and collar. 

https://www.instagram.com/outdoorcheflife/

Buy Outdoor Chef Life Merch including knife bags http://www.Outdoorcheflife.com

Cutting Board https://amzn.to/36BwNSr

Reel: Okuma KomodoSS https://amzn.to/3j1EBpf
Rod: Shimano Talora: https://amzn.to/3fDxpNX","{'default': {'url': 'https://i.ytimg.com/vi/76RluhpTqw0/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/76RluhpTqw0/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/76RluhpTqw0/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/76RluhpTqw0/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/76RluhpTqw0/maxresdefault.jpg', 'width': 1280, 'height': 720}}",Outdoor Chef Life,"['Catch and cook', 'Catch n cook', 'Catch clean cook', 'No waste', 'No waste cooking', 'No waste fish recipe', 'Ling wings', 'Fish wings', 'Fried fish wings', 'Fried fish collar', 'Fish chicharrones']",24,none,"{'title': 'Zero Waste Fish Recipes | Using Fish Skin& Collar', 'description': 'Upgrading squid for a Lingcod and creating a No fish waste recipe using skin and collar. \n\nhttps://www.instagram.com/outdoorcheflife/\n\nBuy Outdoor Chef Life Merch including knife bags http://www.Outdoorcheflife.com\n\nCutting Board https://amzn.to/36BwNSr\n\nReel: Okuma KomodoSS https://amzn.to/3j1EBpf\nRod: Shimano Talora: https://amzn.to/3fDxpNX'}",en,76RluhpTqw0
0,2022-05-03T23:00:01Z,UCNqpN335uVY9Sx_ZK_WuOAA,A Twist On a Classic Japanese Dish in Alaska | Oyakodon,"On this episode, we're in Sitka, AK to hang out with Brooks and Cameo. We harvest herring and herring roe to create a twist on Oyakodon. 

https://www.instagram.com/outdoorcheflife/
Buy Outdoor Chef Life Merch http://www.Outdoorcheflife.com","{'default': {'url': 'https://i.ytimg.com/vi/aoF-C658G1c/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/aoF-C658G1c/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/aoF-C658G1c/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/aoF-C658G1c/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/aoF-C658G1c/maxresdefault.jpg', 'width': 1280, 'height': 720}}",Outdoor Chef Life,"['oyakodon', 'oyakodon recipe', 'Japanese cooking', 'japanese recipe', 'herring spawn', 'herring roe', 'herring alaksa', 'sitka sound herring spawn', 'japanese rice bowl']",24,none,"{'title': 'A Twist On a Classic Japanese Dish in Alaska | Oyakodon', 'description': ""On this episode, we're in Sitka, AK to hang out with Brooks and Cameo. We harvest herring and herring roe to create a twist on Oyakodon. \n\nhttps://www.instagram.com/outdoorcheflife/\nBuy Outdoor Chef Life Merch http://www.Outdoorcheflife.com""}",en,aoF-C658G1c
0,2022-04-26T23:00:10Z,UCNqpN335uVY9Sx_ZK_WuOAA,CRAB YAKIONIGIRI(Grilled Jelly Filled Donuts),"Out on the California coast catching rock crab to make jelly filled donuts

https://www.instagram.com/outdoorcheflife/
Buy Outdoor Chef Life Merch http://www.Outdoorcheflife.com

Tide info: You need to check the tide for your specific area. This link is set to tide around San Francisco. https://tidesandcurrents.noaa.gov/noaatidepredictions.html?id=9414290&units=standard&bdate=20220401&edate=20220430&timezone=LST/LDT&clock=12hour&datum=MLLW&interval=hilo&action=monthlychart

Wind: Windy app. https://www.windy.com/?25.083,-77.350,5

Swell: Magic seaweed app. https://magicseaweed.com/

Firebox stove: https://amzn.to/3kcYaLP
Drone: Mavic air 2s: https://amzn.to/3MsqIwN
Gopro Hero9 https://amzn.to/3pjOZN4
Mic-Rode Wireless Go https://amzn.to/2OtS1M8
Camera Sony ZV-1 https://amzn.to/2ZkxSNZ
Camera Sony A6400  https://amzn.to/33yA6IF","{'default': {'url': 'https://i.ytimg.com/vi/dRp_0tvpl3g/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/dRp_0tvpl3g/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/dRp_0tvpl3g/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/dRp_0tvpl3g/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/dRp_0tvpl3g/maxresdefault.jpg', 'width': 1280, 'height': 720}}",Outdoor Chef Life,"['Jelly filled donuts', 'Catch and cook', 'crab catch and cook', 'rock crab', 'crab snare', 'catching crabs with a rod and reel', 'Crab fishing', 'FIREBOX', 'firebox stove', 'firebox grill']",24,none,"{'title': 'CRAB YAKIONIGIRI(Grilled Jelly Filled Donuts)', 'description': 'Out on the California coast catching rock crab to make jelly filled donuts\n\nhttps://www.instagram.com/outdoorcheflife/\nBuy Outdoor Chef Life Merch http://www.Outdoorcheflife.com\n\nTide info: You need to check the tide for your specific area. This link is set to tide around San Francisco. https://tidesandcurrents.noaa.gov/noaatidepredictions.html?id=9414290&units=standard&bdate=20220401&edate=20220430&timezone=LST/LDT&clock=12hour&datum=MLLW&interval=hilo&action=monthlychart\n\nWind: Windy app. https://www.windy.com/?25.083,-77.350,5\n\nSwell: Magic seaweed app. https://magicseaweed.com/\n\nFirebox stove: https://amzn.to/3kcYaLP\nDrone: Mavic air 2s: https://amzn.to/3MsqIwN\nGopro Hero9 https://amzn.to/3pjOZN4\nMic-Rode Wireless Go https://amzn.to/2OtS1M8\nCamera Sony ZV-1 https://amzn.to/2ZkxSNZ\nCamera Sony A6400  https://amzn.to/33yA6IF'}",en,dRp_0tvpl3g
